100551710,,,,,,,,,,,,,,,,,,,,27453,,,,,94151
100552710,,,,,,,,,,,,,,,,,,,,15845,,,,,50675
101219110,,,,,,,,,,,,,,,,,,,,29974,,,,,45368
101224510,,,,,,,,,,,,,,,,,,,39641,12286,,51995,,,19104
101229310,,,,,,,,,,,,,,,,,,,,43233,,,,,48295
101237210,,,,,,,,,,,,,,,,,,,,21526,,,,,37373
101261210,,,,,,,,,,,,,,,,,,,91200,32841,,,,,51340
110124210,,,,,,,,,,,,,,,,,,,70863,6435,,,,,15637
110124610,,,,,,,,,,,,,,,,,,,,12098,,,,,19237
110135610,,,,,,,,,,,,,,,,,,,,30604,,,,,81057
110137210,,,,,,,,,,,,,,,,,,,,18279,,,,,36949
110161210,,,,,,,,,,,,,,,,,,,,45155,,,,,93323
110519110,,,,,,,,,,,,,,,,,,,,50757,,,,,94409
110524210,,,,,,,,,,,,,,,,,,,78704,12509,,93540,,,33605
110524610,,,,,,,,,,,,,,,,,,,,21115,,,,,50880
110537210,,,,,,,,,,,,,,,,,,,,37098,,,,,84997
110561210,,,,,,,,,,,,,,,,,,,,,,,,,94164
110719110,,,,,,,,,,,,,,,,,,,,35520,,,,,100352
110724210,,,,,,,,,,,,,,,,,,,,20788,,,,,59600
110729310,,,,,,,,,,,,,,,,,,,,34678,,,,,97972
110737210,,,,,,,,,,,,,,,,,,,,45580,,,,,95114
110761210,,,,,,,,,,,,,,,,,,,,,,,,,95833
110799510,,,,,,,,,,,,,,,,,,,,30796,,,,,85650
111419110,,,,,,,,,,,,,,,,,,,,53549,,,,,72164
111424210,,,,,,,,,,,,,,,,,,,62240,19092,,,,,42161
111424610,,,,,,,,,,,,,,,,,,,,26912,,,,,53398
111437210,,,,,,,,,,,,,,,,,,,,41938,,,,,84256
225429310,,,,,,,,,,,,,,,,,,,,,,,,,79193
225437210,,,,,,,,,,,,,,,,,,,,,,,,,86091
250824510,,,,,,,,,,,,,,,,,,,,,,,,,54729
250829310,,,,,,,,,,,,,,,,,,,,,,,,,93775
250850310,,,,,,,,,,,,,,,,,,,,65952,,,,,99257
250891410,,,,,,,,,,,,,,,,,,,,,,,,,37547
251624210,,,,,,,,,,,,,,,,,,,,,,,,,62161
251629710,,,,,,,,,,,,,,,,,,,,,,,,,40115
252219110,,,,,,,,,,,,,,,,,,,,,,,,,91108
252224510,,,,,,,,,,,,,,,,,,,,,,,,,74348
253319110,,,,,,,,,,,,,,,,,,,,54323,,,,,88693
253324210,,,,,,,,,,,,,,,,,,,71706,19357,,,,,35291
253329310,,,,,,,,,,,,,,,,,,,,,,,,,68088
253361210,,,,,,,,,,,,,,,,,,,,,,,,,82191
253384410,,,,,,,,,,,,,,,,,,,,43437,,,,,60053
253399510,,,,,,,,,,,,,,,,,,,,31792,,,,,54496
301219110,4523,11735,28492,7927,4687,4705,4990,6326,,6946,17399,17079,20492,11916,12167,,8249,57032,13638,3290,,,,,5376
301224510,83,1965,9855,1021,138,746,427,317,,226,3470,11244,3385,1368,968,,650,2844,809,103,6388,2255,29585,,284
301224610,188,3034,14538,1300,971,859,521,457,,437,4175,7429,6628,3978,2318,,910,8899,2374,198,12819,2514,40143,,465
301229310,1464,8761,32008,7116,3924,3201,4168,2508,,3030,10489,20397,18414,8808,5905,,4058,43019,9684,1273,,13444,,,2873
301237210,538,5090,23352,3419,2124,1721,1922,1070,,986,6620,16819,9087,7019,3644,,2550,26694,2552,852,42943,5122,64052,,1103
301237610,1003,7669,44472,7994,2740,4112,5125,2102,,2044,11198,40463,11943,21582,5446,,3226,72362,4534,1510,,19677,,,1999
301261210,1538,9694,35251,7036,1946,4481,7288,3122,,3628,13952,30643,22732,20221,5070,,7831,99980,8420,1394,,9746,,,3218
301262610,5100,17271,71801,15600,8714,7157,24860,9172,,11467,24089,94294,40893,15375,24097,,13833,,42735,4722,,,,,8700
301289610,8766,27919,100440,21094,11904,9246,25337,11797,,13518,28239,55195,52801,14733,87967,,18928,,44200,8977,,,,,14005
301419110,7176,18913,38242,8952,13237,9362,10200,9375,,12439,20648,57900,52182,17769,28465,,16948,88507,21307,5551,,,,,7618
301429310,3947,13039,52993,11108,11131,7221,12013,5306,,5206,17951,45550,30732,29317,14317,,9989,,16038,4513,,20608,,,5165
301461210,3407,12251,40449,11642,5572,6988,13380,5060,,7960,18125,77097,38582,87955,22483,,14488,,23152,2461,,30220,,,6119
303319110,52560,71257,62204,,,58430,,90011,,86727,73587,88506,,,70186,,91338,,,32072,,,,,63487
303319113K,91065,,,,,,,,,,,,,,,,,,,,,,,,
303324510,16886,26278,69893,44053,29147,18859,19196,20778,,18572,32572,58136,,,25012,,20737,,28555,12196,,45390,,,15564
303324513K,23325,,,,,,,,,,,,,,,,,,,,,,,,
303324610,23562,30236,59272,50682,31955,32228,38651,26556,,26790,42099,,,,32017,,30747,48852,62374,19985,,63671,,,25213
303324613K,32376,,,,,,,,,,,,,,,,,,,,,,,,
303329310,63082,80137,,80665,89503,,,87416,,76057,84021,,,,,,89484,,,38361,,,,,80110
303329313K,75627,,,,,,,,,,,,,,,,,,,,,,,,
303337210,54289,67771,,,57409,71118,56241,69336,,49167,77602,,,71927,,,59581,,,34238,,,,,41283
303337213K,65286,,,,,,,,,,,,,,,,,,,,,,,,
303350710,54738,85491,,,61591,85661,55853,71414,,54398,81453,,,,,,92989,,,35936,,,,,58558
303350713K,62306,,,,,,,,,,,,,,,,,,,,,,,,
303352710,95516,,,,,,,,,95645,,,,,,,,,,,,,,,94504
303352713K,98208,,,,,,,,,,,,,,,,,,,,,,,,
303361210,65536,94378,93850,,,99840,81724,83160,,29442,95466,,,,,,92857,,,43750,,,,,91401
303361213K,66879,,,,,,,,,,,,,,,,,,,,,,,,
303524550F,,,,,,,,,,17150,36653,52853,41921,35767,38440,,26234,,49776,,,,,,25522
303524650F,,,,,,,,,,24562,56335,,65341,58058,51529,,33451,,,,,,,,34911
303525450F,,,,,,,,,,27541,71586,,98881,88842,82854,,47390,,,,,,,,47046
303537050F,,,,,,,,,,99809,,,,,,,,,,,,,,,83484
303591750F,,,,,,,,,,51068,79389,,,,,,88451,,,,,,,,80957
303650710,872,7285,27812,7015,3451,3873,4629,1620,,1461,9718,28115,,,7364,,3686,7941,5803,899,31661,18678,,,2030
303651110,4518,24278,,,,,,10835,,4198,24633,,,,,,10424,,42429,7271,,,,,10907
303651210,3745,13162,,,,,,8441,,3138,23775,,,,,,12952,,20467,7292,,,,,7881
303651310,2454,17233,72648,,,,,2919,,1900,11280,,,,,,11590,,6953,2400,,,,,5396
303651410,8077,24096,,13916,34170,8331,,12629,,7084,31096,,,,,,16552,,38904,7933,,,,,17675
303651910,1763,7202,,,,,,4466,,2998,27047,,,,,,13081,21904,16146,2165,,,,,4764
303653410,2155,10483,32337,,,,,3193,,1497,19161,,,,,,13078,,6272,1465,,,,,5865
303672910,3919,19282,81444,,,,,5001,,3856,30066,,,,,,14598,,18370,4268,,,,,7631
304229310,,,,,,,,,,,,,,,,,,,,41385,,,,,63871
212624210,,,,,,,,,,,,,,,,,,,93817,19800,,,,,34476
212626310,,,,,,,,,,,,,,,,,,,,26833,,,,,51568
212629310,,,,,,,,,,,,,,,,,,,,,,,,,73425
212661210,,,,,,,,,,,,,,,,,,,,,,,,,89577
212684410,,,,,,,,,,,,,,,,,,,,30779,,,,,71254
212719110,,,,,,,,,,,,,,,,,,,,53564,,,,,93689
212724210,,,,,,,,,,,,,,,,,,,,17914,,,,,28473
212724610,,,,,,,,,,,,,,,,,,,,23824,,,,,37191
212737210,,,,,,,,,,,,,,,,,,,,,,,,,46778
212761210,,,,,,,,,,,,,,,,,,,,,,,,,84488
212919110,,,,,,,,,,,,,,,,,,,,62150,,,,,91369
212924210,,,,,,,,,,,,,,,,,,,99995,21810,,,,,28663
212924610,,,,,,,,,,,,,,,,,,,,26537,,,,,39041
212929810,,,,,,,,,,,,,,,,,,,,,,,,,95628
212937610,,,,,,,,,,,,,,,,,,,,,,,,,79477
212961210,,,,,,,,,,,,,,,,,,,,,,,,,99441
213019110,,,,,,,,,,,,,,,,,,,,,,,,,95924
213024210,,,,,,,,,,,,,,,,,,,,27555,,,,,55375
213037210,,,,,,,,,,,,,,,,,,,,,,,,,97030
213061210,,,,,,,,,,,,,,,,,,,,,,,,,72351
213099510,,,,,,,,,,,,,,,,,,,,56450,,,,,96864
213124210,,,,,,,,,,,,,,,,,,,,,,,,,73511
213137210,,,,,,,,,,,,,,,,,,,,,,,,,92147
213161210,,,,,,,,,,,,,,,,,,,,,,,,,97961
213319110,,,,,,,,,,,,,,,,,,,,,,,,,100061
213324210,,,,,,,,,,,,,,,,,,,,41390,,,,,61056
213329310,,,,,,,,,,,,,,,,,,,,,,,,,90480
213337210,,,,,,,,,,,,,,,,,,,,,,,,,99140
213361210,,,,,,,,,,,,,,,,,,,,,,,,,96060
213419110,,,,,,,,,,,,,,,,,,,,,,,,,90607
213424210,,,,,,,,,,,,,,,,,,,,36161,,,,,50832
200819110,20941,35130,46893,21271,33063,22518,21151,24698,,22891,31456,44835,27763,49323,35004,,29940,62891,81472,14273,,,,,22173
200824210,3415,11481,40164,8051,7539,6828,5991,4140,,5403,14309,48575,11522,7680,13464,,6928,58993,10837,3285,,,,,4089
200824610,6265,15452,46376,16880,13203,6795,8316,6733,,7507,18103,32024,9779,23985,17529,,8776,78836,16676,5698,82199,19706,,,6184
200829310,18325,27682,61665,32986,23369,21747,32029,22509,,18871,38956,33567,42205,33620,33391,,22864,,50125,13562,,,,,20151
200837210,10168,26223,80353,22095,21242,10959,15801,11884,,11837,28774,63513,31336,32855,18877,,12552,,31038,7017,,51504,,,10543
200861210,15978,32278,76130,32122,25274,18239,17895,19536,,26080,38721,55891,43683,39184,55052,,33311,,41315,13507,,85348,,,19642
202019110,29431,40759,61115,37502,50942,43644,38227,35451,,28870,35432,33200,59295,,63588,,34322,,,13933,,,,,26090
202024210,7258,13796,49050,15087,10467,10760,10290,8303,,7926,19953,48838,21240,22550,9689,,9658,75729,26887,5501,,29647,,,
202024610,8778,17614,55904,16711,12957,11737,12312,9498,,9885,20031,55960,18411,,14858,,10377,,26329,6982,,40533,,,7867
202029310,18794,30020,92976,37865,27440,38254,,22978,,20330,26860,,,,,,24998,,42970,13990,,,,,18641
202037210,15376,23742,94351,34721,19661,21825,23316,16149,,15762,27276,,53943,34119,27882,,18194,,42555,10723,,69946,,,13852
202046610,24545,42365,,54577,56604,32962,43385,37200,,23684,34610,,,,,,33033,,,12829,,,,,22284
202050710,25154,42500,,57701,34979,36863,,29290,,21968,42464,,,,,,27968,,70677,18952,,,,,28955
202060610,54430,92305,,61610,59179,82821,,83792,,53833,71300,,94973,,,,69617,,,33909,,,,,41798
202061210,26190,45977,70351,38524,57205,36227,37693,33344,,30177,52453,74465,49633,,38649,,58784,,58115,17087,,,,,24835
202089610,55836,80831,,,,,,93626,,44469,73196,,,,,,61190,,,44040,,,,,59125
202150310,,,,,,,,,,,,,,,,,,,,25551,,,,,59203
202181610,,,,,,,,,,,,,,,,,,,,42026,,,,,62897
203290410,6880,18743,,22199,23067,14134,14583,10371,,9977,19189,47177,,,59232,,14382,,83512,,,,,,10480
211119110,,,,,,,,,69303,,,,,,,,,,,,,,,,
211124210,,,,,,,,,91103,,,,,,,,,,,41870,,,,,
211129310,,,,,,,,,84627,,,,,,,,,,,,,,,,
211219110,,,,,,,,,,,,,,,,,,,,,,,,,93418
211224210,,,,,,,,,,,,,,,,,,,,32333,,,,,49519
211229310,,,,,,,,,,,,,,,,,,,,,,,,,88844
211261210,,,,,,,,,,,,,,,,,,,,,,,,,100688
211284410,,,,,,,,,,,,,,,,,,,,59944,,,,,84122
